MK280073-287,,RNA Gene,,3,GC18P035764,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-287,,,,,,,,,,,,,,,,,,
MK280073-288,,RNA Gene,,3,GC18P035795,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-288,,,,,,,,,,,,,,,,,,
MK280073-289,,RNA Gene,,3,GC18P037077,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-289,,,,,,,,,,,,,,,,,,
MK280073-290,,RNA Gene,,3,GC18M037921,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-290,,,,,,,,,,,,,,,,,,
MK280073-291,,RNA Gene,,3,GC18P042664,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-291,,,,,,,,,,,,,,,,,,
MK280073-292,,RNA Gene,,3,GC18P043289,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-292,,,,,,,,,,,,,,,,,,
MK280073-293,,RNA Gene,,3,GC18P044445,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-293,,,,,,,,,,,,,,,,,,
MK280073-294,,RNA Gene,,3,GC18P046745,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-294,,,,,,,,,,,,,,,,,,
MK280073-297,,RNA Gene,,3,GC18M052416,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-297,,,,,,,,,,,,,,,,,,
MK280073-298,,RNA Gene,,3,GC18M054403,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-298,,,,,,,,,,,,,,,,,,
MK280073-299,,RNA Gene,,3,GC18M054573,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-299,,,,,,,,,,,,,,,,,,
MK280073-303,,RNA Gene,,3,GC18M062052,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-303,,,,,,,,,,,,,,,,,,
MK280073-304,,RNA Gene,,3,GC18P070739,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-304,,,,,,,,,,,,,,,,,,
MK280073-305,,RNA Gene,,3,GC18M070858,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-305,,,,,,,,,,,,,,,,,,
MK280073-306,,RNA Gene,,3,GC18M077536,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-306,,,,,,,,,,,,,,,,,,
MK280073-307,,RNA Gene,,3,GC18M079288,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-307,,,,,,,,,,,,,,,,,,
MK280073-308,,RNA Gene,,3,GC19M009651,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-308,,,,,,,,,,,,,,,,,,
MK280073-309,,RNA Gene,,3,GC19P082594,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-309,,,,,,,,,,,,,,,,,,
MK280073-310,,RNA Gene,,3,GC19M015643,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-310,,,,,,,,,,,,,,,,,,
MK280073-311,,RNA Gene,,3,GC19M015623,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-311,,,,,,,,,,,,,,,,,,
MK280073-312,,RNA Gene,,3,GC19M081136,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-312,,,,,,,,,,,,,,,,,,
MK280073-314,,RNA Gene,,3,GC19P087131,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-314,,,,,,,,,,,,,,,,,,
MK280073-315,,RNA Gene,,3,GC19M081138,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-315,,,,,,,,,,,,,,,,,,
MK280073-316,,RNA Gene,,3,GC19P087132,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-316,,,,,,,,,,,,,,,,,,
MK280073-317,,RNA Gene,,3,GC19P087133,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-317,,,,,,,,,,,,,,,,,,
MK280073-318,,RNA Gene,,3,GC19P087134,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-318,,,,,,,,,,,,,,,,,,
MK280073-319,,RNA Gene,,3,GC19M081139,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-319,,,,,,,,,,,,,,,,,,
MK280073-320,,RNA Gene,,3,GC19M081140,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-320,,,,,,,,,,,,,,,,,,
MK280073-321,,RNA Gene,,3,GC19M081141,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-321,,,,,,,,,,,,,,,,,,
MK280073-322,,RNA Gene,,3,GC19M081142,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-322,,,,,,,,,,,,,,,,,,
MK280073-323,,RNA Gene,,3,GC19P087135,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-323,,,,,,,,,,,,,,,,,,
MK280073-324,,RNA Gene,,3,GC19M081143,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-324,,,,,,,,,,,,,,,,,,
MK280073-325,,RNA Gene,,3,GC19P087136,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-325,,,,,,,,,,,,,,,,,,
MK280073-326,,RNA Gene,,3,GC19P087137,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-326,,,,,,,,,,,,,,,,,,
MK280073-328,,RNA Gene,,3,GC19M081145,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-328,,,,,,,,,,,,,,,,,,
MK280073-329,,RNA Gene,,3,GC19P087138,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-329,,,,,,,,,,,,,,,,,,
MK280073-330,,RNA Gene,,3,GC19M081146,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-330,,,,,,,,,,,,,,,,,,
MK280073-331,,RNA Gene,,3,GC19P087139,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-331,,,,,,,,,,,,,,,,,,
MK280073-332,,RNA Gene,,3,GC19P087140,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-332,,,,,,,,,,,,,,,,,,
MK280073-333,,RNA Gene,,3,GC19P087141,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-333,,,,,,,,,,,,,,,,,,
MK280073-335,,RNA Gene,,3,GC19P087143,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-335,,,,,,,,,,,,,,,,,,
MK280073-336,,RNA Gene,,3,GC02P003086,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-336,,,,,,,,,,,,,,,,,,
MK280073-337,,RNA Gene,,3,GC02P003373,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-337,,,,,,,,,,,,,,,,,,
MK280073-338,,RNA Gene,,3,GC02M004366,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-338,,,,,,,,,,,,,,,,,,
MK280073-339,,RNA Gene,,3,GC02P004652,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-339,,,,,,,,,,,,,,,,,,
MK280073-340,,RNA Gene,,3,GC02P008130,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-340,,,,,,,,,,,,,,,,,,
MK280073-341,,RNA Gene,,3,GC02M014506,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-341,,,,,,,,,,,,,,,,,,
MK280073-342,,RNA Gene,,3,GC02P016879,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-342,,,,,,,,,,,,,,,,,,
MK280073-343,,RNA Gene,,3,GC02M021908,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-343,,,,,,,,,,,,,,,,,,
MK280073-344,,RNA Gene,,3,GC02P033180,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-344,,,,,,,,,,,,,,,,,,
MK280073-347,,RNA Gene,,3,GC02M063091,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-347,,,,,,,,,,,,,,,,,,
MK280073-348,,RNA Gene,,3,GC02M066351,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-348,,,,,,,,,,,,,,,,,,
MK280073-350,,RNA Gene,,3,GC02M076726,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-350,,,,,,,,,,,,,,,,,,
MK280073-356,,RNA Gene,,3,GC02P155969,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-356,,,,,,,,,,,,,,,,,,
MK280073-358,,RNA Gene,,3,GC02M157101,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-358,,,,,,,,,,,,,,,,,,
MK280073-360,,RNA Gene,,3,GC02P158226,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-360,,,,,,,,,,,,,,,,,,
MK280073-361,,RNA Gene,,3,GC02M179756,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-361,,,,,,,,,,,,,,,,,,
MK280073-362,,RNA Gene,,3,GC02P183795,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-362,,,,,,,,,,,,,,,,,,
MK280073-363,,RNA Gene,,3,GC02P210354,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-363,,,,,,,,,,,,,,,,,,
MK280073-365,,RNA Gene,,3,GC02P216458,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-365,,,,,,,,,,,,,,,,,,
MK280073-366,,RNA Gene,,3,GC02P223015,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-366,,,,,,,,,,,,,,,,,,
MK280073-367,,RNA Gene,,3,GC02M237847,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-367,,,,,,,,,,,,,,,,,,
MK280073-368,,RNA Gene,,3,GC20P001220,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-368,,,,,,,,,,,,,,,,,,
MK280073-369,,RNA Gene,,3,GC20M003819,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-369,,,,,,,,,,,,,,,,,,
MK280073-370,,RNA Gene,,3,GC20M004287,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-370,,,,,,,,,,,,,,,,,,
MK280073-371,,RNA Gene,,3,GC20P006972,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-371,,,,,,,,,,,,,,,,,,
MK280073-372,,RNA Gene,,3,GC20M009101,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-372,,,,,,,,,,,,,,,,,,
MK280073-373,,RNA Gene,,3,GC20M009102,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-373,,,,,,,,,,,,,,,,,,
MK280073-374,,RNA Gene,,3,GC20M009103,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-374,,,,,,,,,,,,,,,,,,
MK280073-375,,RNA Gene,,3,GC20M012128,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-375,,,,,,,,,,,,,,,,,,
MK280073-376,,RNA Gene,,3,GC20M012363,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-376,,,,,,,,,,,,,,,,,,
MK280073-377,,RNA Gene,,3,GC20M012453,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-377,,,,,,,,,,,,,,,,,,
MK280073-378,,RNA Gene,,3,GC20P012495,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-378,,,,,,,,,,,,,,,,,,
MK280073-379,,RNA Gene,,3,GC20P014274,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-379,,,,,,,,,,,,,,,,,,
MK280073-380,,RNA Gene,,3,GC20M014465,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-380,,,,,,,,,,,,,,,,,,
MK280073-381,,RNA Gene,,3,GC20P015135,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-381,,,,,,,,,,,,,,,,,,
MK280073-382,,RNA Gene,,3,GC20M018865,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-382,,,,,,,,,,,,,,,,,,
MK280073-383,,RNA Gene,,3,GC20M021487,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-383,,,,,,,,,,,,,,,,,,
MK280073-385,,RNA Gene,,3,GC20P021930,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-385,,,,,,,,,,,,,,,,,,
MK280073-386,,RNA Gene,,3,GC20P022013,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-386,,,,,,,,,,,,,,,,,,
MK280073-387,,RNA Gene,,3,GC20P023615,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-387,,,,,,,,,,,,,,,,,,
MK280073-388,,RNA Gene,,3,GC20M023901,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-388,,,,,,,,,,,,,,,,,,
MK280073-390,,RNA Gene,,3,GC20P024983,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-390,,,,,,,,,,,,,,,,,,
MK280073-391,,RNA Gene,,3,GC20P025514,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-391,,,,,,,,,,,,,,,,,,
MK280073-395,,RNA Gene,,3,GC20P031337,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-395,,,,,,,,,,,,,,,,,,
MK280073-398,,RNA Gene,,3,GC20P054789,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-398,,,,,,,,,,,,,,,,,,
MK280073-399,,RNA Gene,,3,GC20M055278,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-399,,,,,,,,,,,,,,,,,,
MK280073-402,,RNA Gene,,3,GC21P014964,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-402,,,,,,,,,,,,,,,,,,
MK280073-403,,RNA Gene,,3,GC21M010353,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-403,,,,,,,,,,,,,,,,,,
MK280073-404,,RNA Gene,,3,GC21P014965,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-404,,,,,,,,,,,,,,,,,,
MK280073-405,,RNA Gene,,3,GC21M015043,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-405,,,,,,,,,,,,,,,,,,
MK280073-406,,RNA Gene,,3,GC21P014966,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-406,,,,,,,,,,,,,,,,,,
MK280073-407,,RNA Gene,,3,GC21P014953,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-407,,,,,,,,,,,,,,,,,,
MK280073-409,,RNA Gene,,3,GC21M015918,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-409,,,,,,,,,,,,,,,,,,
MK280073-410,,RNA Gene,,3,GC21P017166,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-410,,,,,,,,,,,,,,,,,,
MK280073-411,,RNA Gene,,3,GC21M018438,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-411,,,,,,,,,,,,,,,,,,
MK280073-412,,RNA Gene,,3,GC21M018895,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-412,,,,,,,,,,,,,,,,,,
MK280073-413,,RNA Gene,,3,GC21P019814,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-413,,,,,,,,,,,,,,,,,,
MK280073-415,,RNA Gene,,3,GC21P025923,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-415,,,,,,,,,,,,,,,,,,
MK280073-416,,RNA Gene,,3,GC21P028751,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-416,,,,,,,,,,,,,,,,,,
MK280073-417,,RNA Gene,,3,GC21M033981,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-417,,,,,,,,,,,,,,,,,,
MK280073-418,,RNA Gene,,3,GC21M035497,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-418,,,,,,,,,,,,,,,,,,
MK280073-419,,RNA Gene,,3,GC21P036620,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-419,,,,,,,,,,,,,,,,,,
MK280073-420,,RNA Gene,,3,GC21P037112,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-420,,,,,,,,,,,,,,,,,,
MK280073-427,,RNA Gene,,3,GC22P015499,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-427,,,,,,,,,,,,,,,,,,
MK280073-428,,RNA Gene,,3,GC22P055407,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-428,,,,,,,,,,,,,,,,,,
MK280073-430,,RNA Gene,,3,GC22P055409,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-430,,,,,,,,,,,,,,,,,,
MK280073-431,,RNA Gene,,3,GC22P055410,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-431,,,,,,,,,,,,,,,,,,
MK280073-432,,RNA Gene,,3,GC22M017297,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-432,,,,,,,,,,,,,,,,,,
MK280073-433,,RNA Gene,,3,GC22P055411,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-433,,,,,,,,,,,,,,,,,,
MK280073-435,,RNA Gene,,3,GC22P055413,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-435,,,,,,,,,,,,,,,,,,
MK280073-436,,RNA Gene,,3,GC22P055414,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-436,,,,,,,,,,,,,,,,,,
MK280073-437,,RNA Gene,,3,GC22M068999,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-437,,,,,,,,,,,,,,,,,,
MK280073-438,,RNA Gene,,3,GC22M069000,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-438,,,,,,,,,,,,,,,,,,
MK280073-439,,RNA Gene,,3,GC22P055415,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-439,,,,,,,,,,,,,,,,,,
MK280073-440,,RNA Gene,,3,GC22M069001,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-440,,,,,,,,,,,,,,,,,,
MK280073-441,,RNA Gene,,3,GC22M069002,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-441,,,,,,,,,,,,,,,,,,
MK280073-442,,RNA Gene,,3,GC22M069003,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-442,,,,,,,,,,,,,,,,,,
MK280073-443,,RNA Gene,,3,GC22P055416,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-443,,,,,,,,,,,,,,,,,,
MK280073-444,,RNA Gene,,3,GC22M069004,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-444,,,,,,,,,,,,,,,,,,
MK280073-446,,RNA Gene,,3,GC03M002670,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-446,,,,,,,,,,,,,,,,,,
MK280073-447,,RNA Gene,,3,GC03P008925,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-447,,,,,,,,,,,,,,,,,,
MK280073-448,,RNA Gene,,3,GC03M011916,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-448,,,,,,,,,,,,,,,,,,
MK280073-449,,RNA Gene,,3,GC03M023639,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-449,,,,,,,,,,,,,,,,,,
MK280073-450,,RNA Gene,,3,GC03P019789,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-450,,,,,,,,,,,,,,,,,,
MK280073-451,,RNA Gene,,3,GC03P026886,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-451,,,,,,,,,,,,,,,,,,
MK280073-452,,RNA Gene,,3,GC03P035230,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-452,,,,,,,,,,,,,,,,,,
MK280073-454,,RNA Gene,,3,GC03P042243,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-454,,,,,,,,,,,,,,,,,,
MK280073-457,,RNA Gene,,3,GC03M074454,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-457,,,,,,,,,,,,,,,,,,
MK280073-458,,RNA Gene,,3,GC03P076396,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-458,,,,,,,,,,,,,,,,,,
MK280073-459,,RNA Gene,,3,GC03P098410,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-459,,,,,,,,,,,,,,,,,,
MK280073-462,,RNA Gene,,3,GC03M109512,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-462,,,,,,,,,,,,,,,,,,
MK280073-463,,RNA Gene,,3,GC03M120377,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-463,,,,,,,,,,,,,,,,,,
MK280073-469,,RNA Gene,,3,GC03M157195,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-469,,,,,,,,,,,,,,,,,,
MK280073-471,,RNA Gene,,3,GC03M170688,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-471,,,,,,,,,,,,,,,,,,
MK280073-472,,RNA Gene,,3,GC03P171628,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-472,,,,,,,,,,,,,,,,,,
MK280073-474,,RNA Gene,,3,GC03M175788,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-474,,,,,,,,,,,,,,,,,,
MK280073-477,,RNA Gene,,3,GC04M005057,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-477,,,,,,,,,,,,,,,,,,
MK280073-478,,RNA Gene,,3,GC04M005175,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-478,,,,,,,,,,,,,,,,,,
MK280073-479,,RNA Gene,,3,GC04M005529,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-479,,,,,,,,,,,,,,,,,,
MK280073-480,,RNA Gene,,3,GC04M014424,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-480,,,,,,,,,,,,,,,,,,
MK280073-481,,RNA Gene,,3,GC04M018602,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-481,,,,,,,,,,,,,,,,,,
MK280073-482,,RNA Gene,,3,GC04P021830,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-482,,,,,,,,,,,,,,,,,,
MK280073-483,,RNA Gene,,3,GC04P022144,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-483,,,,,,,,,,,,,,,,,,
MK280073-484,,RNA Gene,,3,GC04P022308,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-484,,,,,,,,,,,,,,,,,,
MK280073-485,,RNA Gene,,3,GC04P024942,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-485,,,,,,,,,,,,,,,,,,
MK280073-488,,RNA Gene,,3,GC04P039250,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-488,,,,,,,,,,,,,,,,,,
MK280073-491,,RNA Gene,,3,GC04P059185,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-491,,,,,,,,,,,,,,,,,,
MK280073-492,,RNA Gene,,3,GC04P059210,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-492,,,,,,,,,,,,,,,,,,
MK280073-494,,RNA Gene,,3,GC04P097781,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-494,,,,,,,,,,,,,,,,,,
MK280073-497,,RNA Gene,,3,GC04M122943,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-497,,,,,,,,,,,,,,,,,,
MK280073-498,,RNA Gene,,3,GC04M123002,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-498,,,,,,,,,,,,,,,,,,
MK280073-502,,RNA Gene,,3,GC04P187054,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-502,,,,,,,,,,,,,,,,,,
MK280073-503,,RNA Gene,,3,GC04P189967,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-503,,,,,,,,,,,,,,,,,,
MK280073-504,,RNA Gene,,3,GC05P002339,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-504,,,,,,,,,,,,,,,,,,
MK280073-505,,RNA Gene,,3,GC05P008734,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-505,,,,,,,,,,,,,,,,,,
MK280073-506,,RNA Gene,,3,GC05P010784,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-506,,,,,,,,,,,,,,,,,,
MK280073-507,,RNA Gene,,3,GC05M022028,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-507,,,,,,,,,,,,,,,,,,
MK280073-508,,RNA Gene,,3,GC05M025409,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-508,,,,,,,,,,,,,,,,,,
MK280073-509,,RNA Gene,,3,GC05M030427,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-509,,,,,,,,,,,,,,,,,,
MK280073-511,,RNA Gene,,3,GC05P035078,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-511,,,,,,,,,,,,,,,,,,
MK280073-514,,RNA Gene,,3,GC05M052100,1.17731165885925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-514,,,,,,,,,,,,,,,,,,
